tran_id	ERR1562083	ERR1562084	ERR1562085	ERR1562086	ERR1562087	ERR1562088	ERR1562089	ERR1562090	ERR1562091	ERR1562092	ERR1562093	ERR1562094	ERR1562095	ERR1562096	ERR1562097	ERR1562098	ERR1562099	ERR1562100	ERR1562101	ERR1562102	ERR1562103	ERR1562104	ERR1562105	ERR1562106	ERR1562107	ERR1562108	ERR1562109	ERR1562110	ERR1562111	ERR1562112	ERR1562113	ERR1562114	ERR1562115	ERR1562116	ERR1562117	ERR1562118	ERR1562119	ERR1562120	ERR1562121	ERR1562122	ERR1562123	ERR1562124	ERR1562125	ERR1562126	ERR1562127	ERR1562128	ERR1562129	ERR1562130	ERR1562131	ERR1562132	ERR1562133	ERR1562134	ERR1562135	ERR1562136	ERR1562137	ERR1562138	ERR1562139	ERR1562140	ERR1562141	ERR1562142	ERR1562143	ERR1562144	ERR1562145	ERR1562146	ERR1562147	ERR1562148	ERR1562149	ERR1562150	ERR1562151	ERR1562152	ERR1562153	ERR1562154	ERR1562155	ERR1562156	ERR1562157	ERR1562158	ERR1562159	ERR1562160	ERR1562161	ERR1562162	ERR1562163	ERR1562164	ERR1562165	ERR1562166	ERR1562167	ERR1562168	ERR1562169	ERR1562170	ERR1562171	ERR1562172	ERR1562173	ERR1562174	ERR1562175	ERR1562176	ERR1562177	ERR1562178	ERR1562179	ERR1562180	ERR1562181	ERR1562182	ERR1562183	ERR1562184	ERR1562185	ERR1562186	ERR1562187	ERR1562188	ERR1562189	ERR1562190	ERR1562191	ERR1562192	ERR1562193	ERR1562194	ERR1562195	ERR1562196	ERR1562197	ERR1562198	ERR1562199	ERR1562200	ERR1562201	ERR1562202	ERR1562203	ERR1562204	ERR1562205	ERR1562206	ERR1562207	ERR1562208	ERR1562209	ERR1562210	ERR1562211	ERR1562212	ERR1562213	ERR1562214	ERR1562215	ERR1562216	ERR1562217	ERR1562218	ERR1562219	ERR1562220	ERR1562221	ERR1562222	ERR1562223	ERR1562224	ERR1562225	ERR1562226	ERR1562227	ERR1562228	ERR1562229	ERR1562230	ERR1562231	ERR1562232	ERR1562233	ERR1562234	ERR1562235	ERR1562236	ERR1562237	ERR1562238	ERR1562239	ERR1562240	ERR1562241	ERR1562242	ERR1562243	ERR1562244	ERR1562245	ERR1562246	ERR1562247	ERR1562248	ERR1562249	ERR1562250	ERR1562251	ERR1562252	ERR1562253	ERR1562254	ERR1562255	ERR1562256	ERR1562257	ERR1562258	ERR1562259	ERR1562260	ERR1562261	ERR1562262	ERR1562263	ERR1562264	ERR1562265	ERR1562266	ERR1562267	ERR1562268	ERR1562269	ERR1562270	ERR1562271	ERR1562272	ERR1562273	ERR1562274
chr7:39696685:39696859:+@chr7:39697408:39697510:+@chr7:39706123:39708120	0.00254452926208651	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384615384615385	0	NA	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	NA	NA	NA	NA	0.036144578313253	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	0.0508474576271186	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	0	NA
chr19:52190048:52190174:+@chr19:52200274:52200398:+@chr19:52201944:52202034	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840336134453781	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100917431192661	NA	0	0	0	0	0.00813008130081301	0	0	0	NA	0	0	NA	NA	0	NA	0	0	NA	NA	0	0	NA	NA	NA	0	0	NA	NA	NA	0	0	0.119047619047619	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	0	0	NA	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	0	0	0	0	NA	0	NA	0	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	0	0.100671140939597	0	0	0	0	0	0	NA
chr15:24962114:24962209:+@chr15:24967029:24967152:+@chr15:24967932:24968082	0.115254237288136	0.0318471337579618	0.178683385579937	0.0648648648648649	0.243478260869565	0.055793991416309	NA	0.126637554585153	0.12691466083151	0.114355231143552	0.0532544378698225	0.09375	0.056	0.118081180811808	0.0373725934314836	0.132437619961612	0.128205128205128	0.177725118483412	0.106476399560922	0.0885045778229908	0.121171770972037	0.0851735015772871	0.236559139784946	0.0214007782101167	0.0533333333333333	0.0464547677261614	0.0963302752293578	0.0502793296089385	0.0933333333333333	0.124797406807131	0.0474576271186441	0.100694444444444	0.13237639553429	0.153034300791557	0.0487238979118329	0.116997792494481	0.178541492036882	0.116650049850449	0.0225806451612903	0.0743155149934811	0.0924499229583975	0.0837166513339466	0.0556552962298025	0.132486388384755	0.0638297872340425	0.0462633451957295	0.0946681175190424	0.087018544935806	0.0937019969278034	0.0536130536130536	0.0417422867513612	0.130952380952381	0.0599078341013825	0.102781136638452	0.0421836228287841	0.0730769230769231	0.139107611548556	0.0612813370473538	0.042483660130719	0.191489361702128	0.0856685348278623	0.206636500754148	0.102077687443541	0.045828437132785	NA	NA	NA	NA	NA	NA	NA	NA	0.0790697674418605	0.166197183098592	0.100697906281157	0.0610079575596817	0.0538033395176252	0.234338747099768	0.0860420650095602	0.0515463917525773	0.102873030583874	0.0384615384615385	0.209747606614447	0.106382978723404	0.11913357400722	0.0401493930905696	0.0619469026548673	0	0.131886477462437	0.129328621908127	0.276169265033408	0.154499151103565	0.175925925925926	0.0355555555555556	0.151943462897526	NA	0.0619469026548673	0	NA	NA	0.0212765957446809	0.00558659217877095	0.604395604395604	0.0394736842105263	NA	0	0	0.0674157303370786	NA	0	NA	0	0	0	NA	NA	0.178137651821862	0	0	0	NA	0	NA	0	0	0.0384615384615385	0	NA	NA	0	NA	0	0	0	0	0	0.0198675496688742	0	0	0	0	0.0343007915567282	0	0.00334448160535117	0	0	0	0	NA	0.00645161290322581	0	0	1	NA	NA	0	NA	NA	NA	0	0	0	0	0.111470113085622	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0.0216962524654832	0	NA	0	NA	0	0	0	0	0	0	0	0	NA
chr15:24962114:24962209:+@chr15:24967029:24967240:+@chr15:24967932:24968082	0.0594594594594595	0.022508038585209	0.0902777777777778	0.0698924731182796	0.121212121212121	0.0222222222222222	NA	0.0740740740740741	0.0633802816901408	0.0496083550913838	0.036144578313253	0.0333333333333333	0.040650406504065	0.0571992110453649	0.0207373271889401	0.101391650099404	0.0699088145896656	0.114795918367347	0.0654420206659013	0.108457711442786	0.0717299578059072	0.0349417637271215	0.203366058906031	0.0108161258603736	0.0657894736842105	0.0262172284644195	0.0436893203883495	0.0248565965583174	0.0648330058939096	0.0705679862306368	0.0393162393162393	0.0683453237410072	0.0668953687821612	0.122950819672131	0.0238095238095238	0.0939977349943375	0.111514052583862	0.0847107438016529	0.00818330605564648	0.0405405405405405	0.0507655116841257	0.0577105014191107	0.029520295202952	0.0877862595419847	0.0529801324503311	0.0272232304900181	0.0425776754890679	0.0574374079528719	0.0582601755786113	0.037344398340249	0.0185873605947955	0.0774091627172196	0.0555555555555556	0.06900878293601	0.0211327134404057	0.0622568093385214	0.0734463276836158	0.0295176385889129	0.033003300330033	0.0981996726677578	0.0467445742904841	0.15569823434992	0.0657894736842105	0.0216867469879518	NA	NA	NA	NA	NA	NA	NA	NA	0.0446320868516285	0.123395853899309	0.0916414904330312	0.0597609561752988	0.0340909090909091	0.12	0.0420841683366733	0.029023746701847	0.055609756097561	0.0205680705190989	0.217915590008613	0.0597014925373134	0.0633397312859885	0.0124879923150817	0.0535714285714286	0	0.0956521739130435	0.0927835051546392	0.202453987730061	0.132404181184669	0.101010101010101	0.0440528634361234	0.0804597701149425	NA	0.0304878048780488	0	NA	NA	0.0212765957446809	0	0.419354838709677	0.033112582781457	NA	0	0	0.0674157303370786	NA	0	NA	0	0	0	NA	NA	0.307167235494881	0	0	0	NA	0	NA	0	0	0.0654205607476635	0	NA	NA	0	NA	0	0	0	0	0	0.0133333333333333	0	0	0	0	0.0343007915567282	0	0.00334448160535117	0	0	0	0	NA	0.00645161290322581	0	0	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0.0566037735849057	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0.00998003992015968	0	NA	0	NA	0	0	0	0	0	0	0	0	NA
chr1:36224432:36224505:+@chr1:36224971:36225102:+@chr1:36259382:36259484	0.0454545454545455	0	NA	0	NA	0	NA	0	0	0	NA	NA	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	NA	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	0	0	0	0.0555555555555556	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.522388059701492	0	NA	0	0	0	0	0	NA
chr10:78037194:78037304:+@chr10:78037439:78037441:+@chr10:78040204:78040225	0.0735294117647059	0.122494432071269	0.277227722772277	0.087378640776699	0.2	0.168421052631579	0	0.134020618556701	0.157894736842105	0.171232876712329	0.0677966101694915	0.0735294117647059	0.0563380281690141	0.120772946859903	0.0685483870967742	0.119205298013245	0.0622710622710623	0.157593123209169	0.133501259445844	0.041002277904328	0.17096018735363	0.204013377926421	0.272251308900524	0.348148148148148	0.104602510460251	0.169734151329243	0.210702341137124	0.0631970260223048	0.0802919708029197	0.174129353233831	0.159420289855072	0.0568561872909699	0.0382165605095541	0.0513833992094862	0.0977443609022556	0.109697933227345	0.0978886756238004	0.211072664359862	0.129770992366412	0.195979899497487	0.0233393177737881	0.102106969205835	0.119868637110016	0.0601719197707736	0.0909090909090909	0.0356294536817102	0.0909090909090909	0.079646017699115	0.245508982035928	0.11353711790393	0.072	0.0482758620689655	0.0482076637824475	0.160751565762004	0.115966386554622	0.129807692307692	0.134020618556701	0.0595533498759305	0.214285714285714	0.139564660691421	0.0621669626998224	0.0808314087759815	0.0062111801242236	0.044189852700491	NA	NA	NA	NA	NA	NA	NA	NA	0.232383808095952	0.146316851664985	0.192842942345924	0.160377358490566	0.124497991967871	0.25	0.223628691983122	0.241590214067278	0.126923076923077	0.0898876404494382	0.14436248682824	0.230769230769231	0.289795918367347	0	0.0263157894736842	0.184331797235023	0.125	0.0265486725663717	0.0485714285714286	0.170603674540682	0.138211382113821	0.143603133159269	0.181102362204724	NA	0.00429184549356223	0	0	0	0	0	0	0.0248306997742664	0	0	0	0	0	0	0	0.0748299319727891	0	NA	0	0	0	0	0.00291545189504373	0	0	0	0	0	0	0	0.150837988826816	0	0	0	0	0	0	0	0	0.133004926108374	0	0.0797101449275362	0	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0.00294985250737463	NA	0	0	0	0	0	0	0	0	0	0	0	0.00961538461538462	0	0	0	0	0	0	0	0	0.19811320754717	0	0	0	0	0	0	0	0.0025062656641604	0	NA	0	0	0	0	0	0.0402298850574713	0	0	NA
chr10:78037194:78037304:+@chr10:78037965:78037982:+@chr10:78040204:78040225	0.050251256281407	0.100456621004566	0.0135135135135135	0.00353356890459364	0.105263157894737	0.0760233918128655	0.313725490196078	0.0117647058823529	0.0427350427350427	0.0656370656370656	0	0.207547169811321	0.0563380281690141	0.0108695652173913	0.0571428571428571	0	0.026615969581749	0.0232558139534884	0.0575342465753425	0.0377142857142857	0.0247933884297521	0.062992125984252	0.0313588850174216	0.18266253869969	0.00465116279069767	0.00975609756097561	0	0.0418250950570342	0	0.0459770114942529	0	0.0208333333333333	0.050314465408805	0.096045197740113	0.0283400809716599	0	0.0748031496062992	0.0769230769230769	0.012987012987013	0	0.00366300366300366	0.0297723292469352	0.0236794171220401	0.145833333333333	0	0.00733496332518337	0.0548780487804878	0.123595505617978	0.0869565217391304	0.0145631067961165	0.0127659574468085	0.034965034965035	0.0338770388958595	0.0382775119617225	0.0522522522522523	0.0645994832041344	0.106382978723404	0.0618811881188119	0.0241935483870968	0.0979865771812081	0.0638297872340425	0.0386473429951691	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0.160655737704918	0.037542662116041	0.0957683741648107	0.0165745856353591	0.0224215246636771	0.146919431279621	0.102439024390244	0	0.0043859649122807	0.00613496932515337	0.0886644219977553	0.0476190476190476	0	0	0	0	0	0.0350877192982456	0	0	0.0363636363636364	0.0939226519337017	0.0110935023771791	NA	0.00429184549356223	0	0	0	0.244444444444444	0	0	0	0	0	0.190661478599222	0	0	0	0	0.0663615560640732	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.00327868852459016	0	0	0	0	0.00214438884917798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0674157303370786	0	0	0	0	0	0	0	0	0	0	0	0	0.050131926121372	NA	0	0	0	0	0	0	0	0	NA
chr10:78037194:78037304:+@chr10:78037965:78037993:+@chr10:78040204:78040225	0.0332480818414322	0.0596658711217184	0.0135135135135135	0.00353356890459364	0.0684931506849315	0.0365853658536585	0.186046511627907	0.0117647058823529	0.0311418685121107	0.0396825396825397	0	0.125	0.0289855072463768	0.00546448087431694	0.0334728033472803	0	0	0.0232558139534884	0.0337078651685393	0.025462962962963	0.0111731843575419	0.0165289256198347	0.0313588850174216	0.114093959731544	0.00233100233100233	0	0	0.0232558139534884	0	0.0235294117647059	0	0.0208333333333333	0.0258064516129032	0.0532544378698225	0.0476190476190476	0	0.0427698574338086	0.0460251046025105	0.00869565217391304	0	0.0018348623853211	0.0177304964539007	0.0165137614678899	0.103825136612022	0	0.00245700245700246	0.03125	0.0545454545454545	0.0526315789473684	0.00975609756097561	0.00854700854700855	0.0177935943060498	0.0265486725663717	0.0195121951219512	0.0259259259259259	0.0346666666666667	0.0597014925373134	0.0356234096692112	0.0122448979591837	0.0614525139664804	0.0347349177330896	0.0197044334975369	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0.0970017636684303	0.0128354725787631	0.0514018691588785	0.0165745856353591	0.0135746606334842	0.0816326530612245	0.0707070707070707	0	0.0021978021978022	0.00307692307692308	0.0514018691588785	0.0265486725663717	0	0	0	0	0	0.0178571428571429	0	0	0	0.0520231213872832	0	NA	0.0021505376344086	0	0	0	0.15	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.00327868852459016	0	0	0	0	0.00143061516452074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.0434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348837209302326	0	0	0	0	0	0	0	0	0	0	0	0	0.0296495956873315	NA	0	0	0	0	0	0	0	0	NA
chr10:78037194:78037304:+@chr10:78040201:78040225:+@chr10:78040615:78040747	0.286153846153846	0.355633802816901	0.156363636363636	0.413698630136986	0.284671532846715	0.396551724137931	0.636363636363636	0.318518518518519	0.432506887052342	0.369272237196765	0.349693251533742	0.622950819672131	0.380681818181818	0.288461538461538	0.351851851851852	0.320754716981132	0.113225499524263	0.215258855585831	0.271692745376956	0.34468085106383	0.384928716904277	0.241852487135506	0.236413043478261	0.271505376344086	0.387149917627677	0.366500829187396	0.468852459016393	0.302439024390244	0.361963190184049	0.222707423580786	0.161458333333333	0.255555555555556	0.263345195729537	0.290909090909091	0.228070175438596	0.408618127786033	0.238970588235294	0.173637515842839	0.296758104738155	0.390191897654584	0.350756533700138	0.228125	0.369393139841689	0.277683134582624	0.176923076923077	0.342806394316163	0.255591054313099	0.200902934537246	0.388083735909823	0.298571428571429	0.289411764705882	0.208754208754209	0.415929203539823	0.306518723994452	0.207137315748642	0.335593220338983	0.195876288659794	0.393063583815029	0.25296442687747	0.344168260038241	0.237659963436929	0.327272727272727	0.187261146496815	0.342960288808664	NA	NA	NA	NA	NA	NA	NA	NA	0.478382147838215	0.472279260780287	0.31358024691358	0.268436578171091	0.373801916932907	0.408637873754153	0.263157894736842	0.347417840375587	0.342383107088989	0.164426059979317	0.469184890656064	0.254416961130742	0.249500998003992	0.424164524421594	0.315315315315315	0.461716937354988	0.391727493917275	0.357624831309042	0.353418308227115	0.277280858676207	0.386666666666667	0.493734335839599	0.5328	NA	0.497560975609756	0.552941176470588	0.534246575342466	NA	0.218390804597701	0.567567567567568	0.693203883495146	0.461187214611872	NA	0.462962962962963	0.566502463054187	0.34136546184739	0.421875	0.4	NA	0.875	0.403973509933775	0	0.289473684210526	0.296	0.47008547008547	0.605985037406484	0.553571428571429	NA	0.802325581395349	0.504672897196262	0.422222222222222	0.544444444444444	0.485342019543974	0.115044247787611	0.50788643533123	0.692307692307692	0.109375	0.536082474226804	0.688311688311688	0.71043771043771	0.369230769230769	0.851063829787234	0.788321167883212	0.528735632183908	0.154589371980676	0.529411764705882	0.363825363825364	0.559118236472946	0.441441441441441	0.465189873417722	0.599427753934192	0.538461538461538	0.429805615550756	0.767441860465116	0.503030303030303	0.42089552238806	0.769585253456221	0.509544787077827	0.477707006369427	NA	0.369565217391304	NA	NA	0.141176470588235	0.144578313253012	0.469026548672566	0.284671532846715	0.485074626865672	0.289752650176678	0.346260387811634	0.848396501457726	0.445497630331754	0.688654353562005	0.672	0.189189189189189	0.0953678474114441	0.316363636363636	0.735632183908046	0.357664233576642	0.40552016985138	NA	0.375	0.356807511737089	0.631147540983607	0.378076062639821	0.717948717948718	0.436325678496868	0.426829268292683	0.630615640599002	0.841584158415842	NA	0.483870967741935	0.337748344370861	0.426877470355731	0.464114832535885	0.473321858864028	0.702823179791976	0.508196721311475	0.537391304347826	NA
chr10:78037194:78037304:+@chr10:78040204:78040225:+@chr10:78040615:78040747	0.446960667461263	0.52156862745098	0.255216693418941	0.577075098814229	0.426900584795322	0.54983922829582	0.762376237623762	0.480225988700565	0.590457256461233	0.524390243902439	0.513761467889908	0.751351351351351	0.551440329218107	0.449131513647643	0.522184300341297	0.48294434470377	0.20949957591179	0.346197502837684	0.414857142857143	0.517543859649123	0.547904191616767	0.37037037037037	0.357714285714286	0.381278538812785	0.546894031668697	0.52605459057072	0.617021276595745	0.466417910447761	0.539823008849557	0.341959334565619	0.271493212669683	0.409691629955947	0.419354838709677	0.442857142857143	0.36231884057971	0.582371458551941	0.374149659863946	0.27796234772979	0.452427184466019	0.545310015898251	0.527527527527528	0.365446371226718	0.53411306042885	0.435419440745672	0.298360655737705	0.516971279373368	0.403329065300896	0.320537428023033	0.530864197530864	0.4562569213732	0.44177449168207	0.35792349726776	0.590380139643134	0.457700650759219	0.341494845360825	0.491569390402075	0.30820399113082	0.555398729710656	0.397129186602871	0.503617945007236	0.385861561119293	0.483119906868452	0.324867724867725	0.51380231522707	NA	NA	NA	NA	NA	NA	NA	NA	0.615621788283659	0.632068718682892	0.451135241855874	0.420560747663551	0.535545023696682	0.544757033248082	0.40122199592668	0.494545454545455	0.510112359550562	0.284322409211692	0.621813031161473	0.375739644970414	0.360544217687075	0.609756097560976	0.486486486486487	0.618421052631579	0.557522123893805	0.531496062992126	0.533444816053512	0.436541143654114	0.54679802955665	0.641207815275311	0.688367129135539	NA	0.679127725856698	0.726618705035971	0.703056768558952	0.938461538461538	0.346153846153846	0.735973597359736	0.823068309070549	0.63914373088685	0.906432748538012	0.641975308641975	0.713355048859935	0.527377521613833	0.591160220994475	0.590551181102362	1	0.932432432432432	0.586206896551724	0	0.470588235294118	0.469879518072289	0.640787949015064	0.766617429837518	0.722838137472284	0.787234042553192	0.895061728395062	0.675840978593272	0.611940298507463	0.712280701754386	0.665254237288136	0.230769230769231	0.666666666666667	0.827586206896552	0.202797202797203	0.703947368421053	0.816793893129771	0.83763373190686	0.554347826086957	0.923287671232877	0.888675623800384	0.687022900763359	0.284253578732106	0.68586387434555	0.553284671532847	0.713914174252276	0.624242424242424	0.645702306079665	0.756944444444444	0.716694772344013	0.612903225806452	0.874326750448833	0.683397683397683	0.607287449392713	0.876237623762376	0.682811016144349	0.660455486542443	NA	0.536	0.962732919254658	0.96078431372549	0.260759493670886	0.264248704663212	0.649122807017544	0.455555555555556	0.660933660933661	0.464713715046605	0.530815109343936	0.922272047832586	0.627388535031847	0.821482602118003	0.808857808857809	0.333333333333333	0.180246913580247	0.474860335195531	0.854660347551343	0.536028119507909	0.59479015918958	1	0.556786703601108	0.534804753820034	0.786223277909739	0.562204724409449	0.841726618705036	0.617563739376771	0.613168724279835	0.777777777777778	0.916230366492147	NA	0.673469387755102	0.520383693045564	0.60328317373461	0.643312101910828	0.661129568106312	0.829642248722317	0.67948717948718	0.707692307692308	NA
